CITY,Latitude,Longitude,PROVINCE,,,YEAR,VIOLATIONS,INCIDENTS,RATES
Digby,44.6222,-65.7566,Nova Scotia,municipal [12012],,2021,"Total, all Criminal Code violations (excluding traffic) [50]",,
Digby,44.6222,-65.7566,Nova Scotia,municipal [12012],,2021,Total violent Criminal Code violations [100],,
Digby,44.6222,-65.7566,Nova Scotia,municipal [12012],,2021,Total property crime violations [200],,
Digby,44.6222,-65.7566,Nova Scotia,municipal [12012],,2021,Total other Criminal Code violations [300],,
Glace Bay,46.1969,-59.957,Nova Scotia,municipal [12014],,2021,"Total, all Criminal Code violations (excluding traffic) [50]",,
Glace Bay,46.1969,-59.957,Nova Scotia,municipal [12014],,2021,Total violent Criminal Code violations [100],,
Glace Bay,46.1969,-59.957,Nova Scotia,municipal [12014],,2021,Total property crime violations [200],,
Glace Bay,46.1969,-59.957,Nova Scotia,municipal [12014],,2021,Total other Criminal Code violations [300],,
Richmond County,45.7103,-60.5615,Nova Scotia,Royal Canadian Mounted Police,rural [12016],2021,"Total, all Criminal Code violations (excluding traffic) [50]",511,5596.93
Richmond County,45.7103,-60.5615,Nova Scotia,Royal Canadian Mounted Police,rural [12016],2021,Total violent Criminal Code violations [100],185,2026.29
Richmond County,45.7103,-60.5615,Nova Scotia,Royal Canadian Mounted Police,rural [12016],2021,Total property crime violations [200],244,2672.51
Richmond County,45.7103,-60.5615,Nova Scotia,Royal Canadian Mounted Police,rural [12016],2021,Total other Criminal Code violations [300],82,898.14
Membertou,46.1151,-60.1894,Nova Scotia,Royal Canadian Mounted Police,rural [12017],2021,"Total, all Criminal Code violations (excluding traffic) [50]",,
Membertou,46.1151,-60.1894,Nova Scotia,Royal Canadian Mounted Police,rural [12017],2021,Total violent Criminal Code violations [100],,
Membertou,46.1151,-60.1894,Nova Scotia,Royal Canadian Mounted Police,rural [12017],2021,Total property crime violations [200],,
Membertou,46.1151,-60.1894,Nova Scotia,Royal Canadian Mounted Police,rural [12017],2021,Total other Criminal Code violations [300],,
Cape Breton Region,45.9614,-60.2763,Nova Scotia,municipal [12018],,2021,"Total, all Criminal Code violations (excluding traffic) [50]",4435,4566.09
Cape Breton Region,45.9614,-60.2763,Nova Scotia,municipal [12018],,2021,Total violent Criminal Code violations [100],1039,1069.71
Cape Breton Region,45.9614,-60.2763,Nova Scotia,municipal [12018],,2021,Total property crime violations [200],2552,2627.43
Cape Breton Region,45.9614,-60.2763,Nova Scotia,municipal [12018],,2021,Total other Criminal Code violations [300],844,868.95
Halifax,44.6509,-63.5923,Nova Scotia,municipal [12020],,2021,"Total, all Criminal Code violations (excluding traffic) [50]",,
Halifax,44.6509,-63.5923,Nova Scotia,municipal [12020],,2021,Total violent Criminal Code violations [100],,
Halifax,44.6509,-63.5923,Nova Scotia,municipal [12020],,2021,Total property crime violations [200],,
Halifax,44.6509,-63.5923,Nova Scotia,municipal [12020],,2021,Total other Criminal Code violations [300],,
Hantsport,45.0664,-64.1796,Nova Scotia,municipal [12021],,2021,"Total, all Criminal Code violations (excluding traffic) [50]",,
Hantsport,45.0664,-64.1796,Nova Scotia,municipal [12021],,2021,Total violent Criminal Code violations [100],,
Hantsport,45.0664,-64.1796,Nova Scotia,municipal [12021],,2021,Total property crime violations [200],,
Hantsport,45.0664,-64.1796,Nova Scotia,municipal [12021],,2021,Total other Criminal Code violations [300],,
Kentville,45.0771,-64.4943,Nova Scotia,municipal [12023],,2021,"Total, all Criminal Code violations (excluding traffic) [50]",460,6727.11
Kentville,45.0771,-64.4943,Nova Scotia,municipal [12023],,2021,Total violent Criminal Code violations [100],122,1784.15
Kentville,45.0771,-64.4943,Nova Scotia,municipal [12023],,2021,Total property crime violations [200],229,3348.93
Kentville,45.0771,-64.4943,Nova Scotia,municipal [12023],,2021,Total other Criminal Code violations [300],109,1594.03
Lunenburg,44.378,-64.3144,Nova Scotia,municipal [12029],,2021,"Total, all Criminal Code violations (excluding traffic) [50]",,
Lunenburg,44.378,-64.3144,Nova Scotia,municipal [12029],,2021,Total violent Criminal Code violations [100],,
Lunenburg,44.378,-64.3144,Nova Scotia,municipal [12029],,2021,Total property crime violations [200],,
Lunenburg,44.378,-64.3144,Nova Scotia,municipal [12029],,2021,Total other Criminal Code violations [300],,
Middleton,44.9455,-65.07,Nova Scotia,municipal [12031],,2021,"Total, all Criminal Code violations (excluding traffic) [50]",,
Middleton,44.9455,-65.07,Nova Scotia,municipal [12031],,2021,Total violent Criminal Code violations [100],,
Middleton,44.9455,-65.07,Nova Scotia,municipal [12031],,2021,Total property crime violations [200],,
Middleton,44.9455,-65.07,Nova Scotia,municipal [12031],,2021,Total other Criminal Code violations [300],,
North Sydney,46.2065,-60.2524,Nova Scotia,municipal [12035],,2021,"Total, all Criminal Code violations (excluding traffic) [50]",,
North Sydney,46.2065,-60.2524,Nova Scotia,municipal [12035],,2021,Total violent Criminal Code violations [100],,
North Sydney,46.2065,-60.2524,Nova Scotia,municipal [12035],,2021,Total property crime violations [200],,
North Sydney,46.2065,-60.2524,Nova Scotia,municipal [12035],,2021,Total other Criminal Code violations [300],,
Springhill,45.6486,-64.0603,Nova Scotia,municipal [12043],,2021,"Total, all Criminal Code violations (excluding traffic) [50]",,
Springhill,45.6486,-64.0603,Nova Scotia,municipal [12043],,2021,Total violent Criminal Code violations [100],,
Springhill,45.6486,-64.0603,Nova Scotia,municipal [12043],,2021,Total property crime violations [200],,
Springhill,45.6486,-64.0603,Nova Scotia,municipal [12043],,2021,Total other Criminal Code violations [300],,
Stellarton,45.5568,-62.6603,Nova Scotia,municipal [12044],,2021,"Total, all Criminal Code violations (excluding traffic) [50]",429,10427.81
Stellarton,45.5568,-62.6603,Nova Scotia,municipal [12044],,2021,Total violent Criminal Code violations [100],96,2333.5
Stellarton,45.5568,-62.6603,Nova Scotia,municipal [12044],,2021,Total property crime violations [200],259,6295.58
Stellarton,45.5568,-62.6603,Nova Scotia,municipal [12044],,2021,Total other Criminal Code violations [300],74,1798.74
Sydney,46.1368,-60.1942,Nova Scotia,municipal [12048],,2021,"Total, all Criminal Code violations (excluding traffic) [50]",,
Sydney,46.1368,-60.1942,Nova Scotia,municipal [12048],,2021,Total violent Criminal Code violations [100],,
Sydney,46.1368,-60.1942,Nova Scotia,municipal [12048],,2021,Total property crime violations [200],,
Sydney,46.1368,-60.1942,Nova Scotia,municipal [12048],,2021,Total other Criminal Code violations [300],,
Truro,45.3646,-63.2765,Nova Scotia,municipal [12052],,2021,"Total, all Criminal Code violations (excluding traffic) [50]",899,6729.04
Truro,45.3646,-63.2765,Nova Scotia,municipal [12052],,2021,Total violent Criminal Code violations [100],194,1452.1
Truro,45.3646,-63.2765,Nova Scotia,municipal [12052],,2021,Total property crime violations [200],423,3166.17
Truro,45.3646,-63.2765,Nova Scotia,municipal [12052],,2021,Total other Criminal Code violations [300],282,2110.78
Westville,45.5564,-62.7155,Nova Scotia,municipal [12054],,2021,"Total, all Criminal Code violations (excluding traffic) [50]",275,7579.93
Westville,45.5564,-62.7155,Nova Scotia,municipal [12054],,2021,Total violent Criminal Code violations [100],80,2205.07
Westville,45.5564,-62.7155,Nova Scotia,municipal [12054],,2021,Total property crime violations [200],141,3886.44
Westville,45.5564,-62.7155,Nova Scotia,municipal [12054],,2021,Total other Criminal Code violations [300],54,1488.42
Wolfville,45.0918,-64.3598,Nova Scotia,municipal [12056],,2021,"Total, all Criminal Code violations (excluding traffic) [50]",,
Wolfville,45.0918,-64.3598,Nova Scotia,municipal [12056],,2021,Total violent Criminal Code violations [100],,
Wolfville,45.0918,-64.3598,Nova Scotia,municipal [12056],,2021,Total property crime violations [200],,
Wolfville,45.0918,-64.3598,Nova Scotia,municipal [12056],,2021,Total other Criminal Code violations [300],,
Yarmouth,43.8379,-66.1197,Nova Scotia,municipal [12057],,2021,"Total, all Criminal Code violations (excluding traffic) [50]",,
Yarmouth,43.8379,-66.1197,Nova Scotia,municipal [12057],,2021,Total violent Criminal Code violations [100],,
Yarmouth,43.8379,-66.1197,Nova Scotia,municipal [12057],,2021,Total property crime violations [200],,
Yarmouth,43.8379,-66.1197,Nova Scotia,municipal [12057],,2021,Total other Criminal Code violations [300],,
New Glasgow Region,45.59256,-62.645458,Nova Scotia,municipal [12058],,2021,"Total, all Criminal Code violations (excluding traffic) [50]",1506,12323.05
New Glasgow Region,45.59256,-62.645458,Nova Scotia,municipal [12058],,2021,Total violent Criminal Code violations [100],520,4254.97
New Glasgow Region,45.59256,-62.645458,Nova Scotia,municipal [12058],,2021,Total property crime violations [200],703,5752.39
New Glasgow Region,45.59256,-62.645458,Nova Scotia,municipal [12058],,2021,Total other Criminal Code violations [300],283,2315.69
Trenton,45.6101,-62.638,Nova Scotia,municipal [12059],,2021,"Total, all Criminal Code violations (excluding traffic) [50]",,
Trenton,45.6101,-62.638,Nova Scotia,municipal [12059],,2021,Total violent Criminal Code violations [100],,
Trenton,45.6101,-62.638,Nova Scotia,municipal [12059],,2021,Total property crime violations [200],,
Trenton,45.6101,-62.638,Nova Scotia,municipal [12059],,2021,Total other Criminal Code violations [300],,
Eskasoni,45.9485,-60.6012,Nova Scotia,municipal [12065],,2021,"Total, all Criminal Code violations (excluding traffic) [50]",,
Eskasoni,45.9485,-60.6012,Nova Scotia,municipal [12065],,2021,Total violent Criminal Code violations [100],,
Eskasoni,45.9485,-60.6012,Nova Scotia,municipal [12065],,2021,Total property crime violations [200],,
Eskasoni,45.9485,-60.6012,Nova Scotia,municipal [12065],,2021,Total other Criminal Code violations [300],,
Halifax Metropolitan Area,44.65107,-63.582687,Nova Scotia,municipal [12099],,2021,"Total, all Criminal Code violations (excluding traffic) [50]",22665,4964.96
Halifax Metropolitan Area,44.65107,-63.582687,Nova Scotia,municipal [12099],,2021,Total violent Criminal Code violations [100],5831,1277.33
Halifax Metropolitan Area,44.65107,-63.582687,Nova Scotia,municipal [12099],,2021,Total property crime violations [200],13868,3037.9
Halifax Metropolitan Area,44.65107,-63.582687,Nova Scotia,municipal [12099],,2021,Total other Criminal Code violations [300],2966,649.73
Halifax (offshore),45.161367,-62.200505,Nova Scotia,Royal Canadian Mounted Police,rural [12700],2021,"Total, all Criminal Code violations (excluding traffic) [50]",0,
Halifax (offshore),45.161367,-62.200505,Nova Scotia,Royal Canadian Mounted Police,rural [12700],2021,Total violent Criminal Code violations [100],0,
Halifax (offshore),45.161367,-62.200505,Nova Scotia,Royal Canadian Mounted Police,rural [12700],2021,Total property crime violations [200],0,
Halifax (offshore),45.161367,-62.200505,Nova Scotia,Royal Canadian Mounted Police,rural [12700],2021,Total other Criminal Code violations [300],0,
Barrington,43.5643,-64.907233,Nova Scotia,Royal Canadian Mounted Police,rural [12702],2021,"Total, all Criminal Code violations (excluding traffic) [50]",512,6873.41
Barrington,43.5643,-64.907233,Nova Scotia,Royal Canadian Mounted Police,rural [12702],2021,Total violent Criminal Code violations [100],249,3342.73
Barrington,43.5643,-64.907233,Nova Scotia,Royal Canadian Mounted Police,rural [12702],2021,Total property crime violations [200],195,2617.8
Barrington,43.5643,-64.907233,Nova Scotia,Royal Canadian Mounted Police,rural [12702],2021,Total other Criminal Code violations [300],68,912.87
Annapolis County,44.828557,-65.5644,Nova Scotia,Royal Canadian Mounted Police,rural [12703],2021,"Total, all Criminal Code violations (excluding traffic) [50]",1311,6151.46
Annapolis County,44.828557,-65.5644,Nova Scotia,Royal Canadian Mounted Police,rural [12703],2021,Total violent Criminal Code violations [100],424,1989.49
Annapolis County,44.828557,-65.5644,Nova Scotia,Royal Canadian Mounted Police,rural [12703],2021,Total property crime violations [200],637,2988.93
Annapolis County,44.828557,-65.5644,Nova Scotia,Royal Canadian Mounted Police,rural [12703],2021,Total other Criminal Code violations [300],250,1173.05
Lunenburg County,44.3789,-64.312,Nova Scotia,Royal Canadian Mounted Police,rural [12704],2021,"Total, all Criminal Code violations (excluding traffic) [50]",1801,4408.92
Lunenburg County,44.3789,-64.312,Nova Scotia,Royal Canadian Mounted Police,rural [12704],2021,Total violent Criminal Code violations [100],506,1238.71
Lunenburg County,44.3789,-64.312,Nova Scotia,Royal Canadian Mounted Police,rural [12704],2021,Total property crime violations [200],1055,2582.68
Lunenburg County,44.3789,-64.312,Nova Scotia,Royal Canadian Mounted Police,rural [12704],2021,Total other Criminal Code violations [300],240,587.53
Cape Breton,46.2487,-60.8518,Nova Scotia,Royal Canadian Mounted Police,rural [12705],2021,"Total, all Criminal Code violations (excluding traffic) [50]",,
Cape Breton,46.2487,-60.8518,Nova Scotia,Royal Canadian Mounted Police,rural [12705],2021,Total violent Criminal Code violations [100],,
Cape Breton,46.2487,-60.8518,Nova Scotia,Royal Canadian Mounted Police,rural [12705],2021,Total property crime violations [200],,
Cape Breton,46.2487,-60.8518,Nova Scotia,Royal Canadian Mounted Police,rural [12705],2021,Total other Criminal Code violations [300],,
Chester,44.5423,-64.2388,Nova Scotia,Royal Canadian Mounted Police,rural [12706],2021,"Total, all Criminal Code violations (excluding traffic) [50]",,
Chester,44.5423,-64.2388,Nova Scotia,Royal Canadian Mounted Police,rural [12706],2021,Total violent Criminal Code violations [100],,
Chester,44.5423,-64.2388,Nova Scotia,Royal Canadian Mounted Police,rural [12706],2021,Total property crime violations [200],,
Chester,44.5423,-64.2388,Nova Scotia,Royal Canadian Mounted Police,rural [12706],2021,Total other Criminal Code violations [300],,
Lower Sackville,44.7764,-63.6776,Nova Scotia,Royal Canadian Mounted Police,rural [12707],2021,"Total, all Criminal Code violations (excluding traffic) [50]",,
Lower Sackville,44.7764,-63.6776,Nova Scotia,Royal Canadian Mounted Police,rural [12707],2021,Total violent Criminal Code violations [100],,
Lower Sackville,44.7764,-63.6776,Nova Scotia,Royal Canadian Mounted Police,rural [12707],2021,Total property crime violations [200],,
Lower Sackville,44.7764,-63.6776,Nova Scotia,Royal Canadian Mounted Police,rural [12707],2021,Total other Criminal Code violations [300],,
Cole Harbour,44.6727,-63.4783,Nova Scotia,Royal Canadian Mounted Police,rural [12708],2021,"Total, all Criminal Code violations (excluding traffic) [50]",,
Cole Harbour,44.6727,-63.4783,Nova Scotia,Royal Canadian Mounted Police,rural [12708],2021,Total violent Criminal Code violations [100],,
Cole Harbour,44.6727,-63.4783,Nova Scotia,Royal Canadian Mounted Police,rural [12708],2021,Total property crime violations [200],,
Cole Harbour,44.6727,-63.4783,Nova Scotia,Royal Canadian Mounted Police,rural [12708],2021,Total other Criminal Code violations [300],,
Digby,44.6222,-65.7566,Nova Scotia,Royal Canadian Mounted Police,rural [12709],2021,"Total, all Criminal Code violations (excluding traffic) [50]",767,7966.35
Digby,44.6222,-65.7566,Nova Scotia,Royal Canadian Mounted Police,rural [12709],2021,Total violent Criminal Code violations [100],244,2534.28
