CITY,Latitude,Longitude,PROVINCE,,,YEAR,VIOLATIONS,INCIDENTS,RATES
Arichat,45.5137,-61.0118,Nova Scotia,Royal Canadian Mounted Police,rural [12800],2017,Total other Criminal Code violations [300],,
Victoria County,46.4866,-60.6545,Nova Scotia,Royal Canadian Mounted Police,rural [12802],2017,"Total, all Criminal Code violations (excluding traffic) [50]",388,5391.14
Victoria County,46.4866,-60.6545,Nova Scotia,Royal Canadian Mounted Police,rural [12802],2017,Total violent Criminal Code violations [100],91,1264.42
Victoria County,46.4866,-60.6545,Nova Scotia,Royal Canadian Mounted Police,rural [12802],2017,Total property crime violations [200],214,2973.46
Victoria County,46.4866,-60.6545,Nova Scotia,Royal Canadian Mounted Police,rural [12802],2017,Total other Criminal Code violations [300],83,1153.26
Chéticamp,46.625,-61.0148,Nova Scotia,Royal Canadian Mounted Police,rural [12805],2017,"Total, all Criminal Code violations (excluding traffic) [50]",,
Chéticamp,46.625,-61.0148,Nova Scotia,Royal Canadian Mounted Police,rural [12805],2017,Total violent Criminal Code violations [100],,
Chéticamp,46.625,-61.0148,Nova Scotia,Royal Canadian Mounted Police,rural [12805],2017,Total property crime violations [200],,
Chéticamp,46.625,-61.0148,Nova Scotia,Royal Canadian Mounted Police,rural [12805],2017,Total other Criminal Code violations [300],,
Ingonish Beach,46.6408,-60.404,Nova Scotia,Royal Canadian Mounted Police,rural [12812],2017,"Total, all Criminal Code violations (excluding traffic) [50]",,
Ingonish Beach,46.6408,-60.404,Nova Scotia,Royal Canadian Mounted Police,rural [12812],2017,Total violent Criminal Code violations [100],,
Ingonish Beach,46.6408,-60.404,Nova Scotia,Royal Canadian Mounted Police,rural [12812],2017,Total property crime violations [200],,
Ingonish Beach,46.6408,-60.404,Nova Scotia,Royal Canadian Mounted Police,rural [12812],2017,Total other Criminal Code violations [300],,
Inverness County,46.1794,-61.2039,Nova Scotia,Royal Canadian Mounted Police,rural [12813],2017,"Total, all Criminal Code violations (excluding traffic) [50]",912,5000.27
Inverness County,46.1794,-61.2039,Nova Scotia,Royal Canadian Mounted Police,rural [12813],2017,Total violent Criminal Code violations [100],215,1178.79
Inverness County,46.1794,-61.2039,Nova Scotia,Royal Canadian Mounted Police,rural [12813],2017,Total property crime violations [200],471,2582.38
Inverness County,46.1794,-61.2039,Nova Scotia,Royal Canadian Mounted Police,rural [12813],2017,Total other Criminal Code violations [300],226,1239.1
Port Hawkesbury,45.6149,-61.3518,Nova Scotia,Royal Canadian Mounted Police,rural [12820],2017,"Total, all Criminal Code violations (excluding traffic) [50]",,
Port Hawkesbury,45.6149,-61.3518,Nova Scotia,Royal Canadian Mounted Police,rural [12820],2017,Total violent Criminal Code violations [100],,
Port Hawkesbury,45.6149,-61.3518,Nova Scotia,Royal Canadian Mounted Police,rural [12820],2017,Total property crime violations [200],,
Port Hawkesbury,45.6149,-61.3518,Nova Scotia,Royal Canadian Mounted Police,rural [12820],2017,Total other Criminal Code violations [300],,
Port Hawkesbury,45.6149,-61.3518,Nova Scotia,Royal Canadian Mounted Police,municipal [12821],2017,"Total, all Criminal Code violations (excluding traffic) [50]",,
Port Hawkesbury,45.6149,-61.3518,Nova Scotia,Royal Canadian Mounted Police,municipal [12821],2017,Total violent Criminal Code violations [100],,
Port Hawkesbury,45.6149,-61.3518,Nova Scotia,Royal Canadian Mounted Police,municipal [12821],2017,Total property crime violations [200],,
Port Hawkesbury,45.6149,-61.3518,Nova Scotia,Royal Canadian Mounted Police,municipal [12821],2017,Total other Criminal Code violations [300],,
St. Peters,45.656,-60.8751,Nova Scotia,Royal Canadian Mounted Police,rural [12825],2017,"Total, all Criminal Code violations (excluding traffic) [50]",,
St. Peters,45.656,-60.8751,Nova Scotia,Royal Canadian Mounted Police,rural [12825],2017,Total violent Criminal Code violations [100],,
St. Peters,45.656,-60.8751,Nova Scotia,Royal Canadian Mounted Police,rural [12825],2017,Total property crime violations [200],,
St. Peters,45.656,-60.8751,Nova Scotia,Royal Canadian Mounted Police,rural [12825],2017,Total other Criminal Code violations [300],,
Oxford County,45.7363,-63.86728,Nova Scotia,Royal Canadian Mounted Police,municipal [12833],2017,"Total, all Criminal Code violations (excluding traffic) [50]",,
Oxford County,45.7363,-63.86728,Nova Scotia,Royal Canadian Mounted Police,municipal [12833],2017,Total violent Criminal Code violations [100],,
Oxford County,45.7363,-63.86728,Nova Scotia,Royal Canadian Mounted Police,municipal [12833],2017,Total property crime violations [200],,
Oxford County,45.7363,-63.86728,Nova Scotia,Royal Canadian Mounted Police,municipal [12833],2017,Total other Criminal Code violations [300],,
Yarmouth,43.8379,-66.1197,Nova Scotia,Royal Canadian Mounted Police,municipal [12834],2017,"Total, all Criminal Code violations (excluding traffic) [50]",704,10454.41
Yarmouth,43.8379,-66.1197,Nova Scotia,Royal Canadian Mounted Police,municipal [12834],2017,Total violent Criminal Code violations [100],194,2880.9
Yarmouth,43.8379,-66.1197,Nova Scotia,Royal Canadian Mounted Police,municipal [12834],2017,Total property crime violations [200],362,5375.71
Yarmouth,43.8379,-66.1197,Nova Scotia,Royal Canadian Mounted Police,municipal [12834],2017,Total other Criminal Code violations [300],148,2197.8
Canso,45.3363,-60.9944,Nova Scotia,Royal Canadian Mounted Police,rural [12835],2017,"Total, all Criminal Code violations (excluding traffic) [50]",,
Canso,45.3363,-60.9944,Nova Scotia,Royal Canadian Mounted Police,rural [12835],2017,Total violent Criminal Code violations [100],,
Canso,45.3363,-60.9944,Nova Scotia,Royal Canadian Mounted Police,rural [12835],2017,Total property crime violations [200],,
Canso,45.3363,-60.9944,Nova Scotia,Royal Canadian Mounted Police,rural [12835],2017,Total other Criminal Code violations [300],,
Shelburne,43.7633,-65.3235,Nova Scotia,Royal Canadian Mounted Police,municipal [12836],2017,"Total, all Criminal Code violations (excluding traffic) [50]",164,9302.33
Shelburne,43.7633,-65.3235,Nova Scotia,Royal Canadian Mounted Police,municipal [12836],2017,Total violent Criminal Code violations [100],63,3573.45
Shelburne,43.7633,-65.3235,Nova Scotia,Royal Canadian Mounted Police,municipal [12836],2017,Total property crime violations [200],74,4197.39
Shelburne,43.7633,-65.3235,Nova Scotia,Royal Canadian Mounted Police,municipal [12836],2017,Total other Criminal Code violations [300],27,1531.48
Oxford,45.7362,-63.8674,Nova Scotia,Royal Canadian Mounted Police,rural [12837],2017,"Total, all Criminal Code violations (excluding traffic) [50]",,
Oxford,45.7362,-63.8674,Nova Scotia,Royal Canadian Mounted Police,rural [12837],2017,Total violent Criminal Code violations [100],,
Oxford,45.7362,-63.8674,Nova Scotia,Royal Canadian Mounted Police,rural [12837],2017,Total property crime violations [200],,
Oxford,45.7362,-63.8674,Nova Scotia,Royal Canadian Mounted Police,rural [12837],2017,Total other Criminal Code violations [300],,
Pictou,45.6761,-62.7088,Nova Scotia,Royal Canadian Mounted Police,rural [12838],2017,"Total, all Criminal Code violations (excluding traffic) [50]",,
Pictou,45.6761,-62.7088,Nova Scotia,Royal Canadian Mounted Police,rural [12838],2017,Total violent Criminal Code violations [100],,
Pictou,45.6761,-62.7088,Nova Scotia,Royal Canadian Mounted Police,rural [12838],2017,Total property crime violations [200],,
Pictou,45.6761,-62.7088,Nova Scotia,Royal Canadian Mounted Police,rural [12838],2017,Total other Criminal Code violations [300],,
Truro,45.3646,-63.2765,Nova Scotia,Royal Canadian Mounted Police,rural [12840],2017,"Total, all Criminal Code violations (excluding traffic) [50]",,
Truro,45.3646,-63.2765,Nova Scotia,Royal Canadian Mounted Police,rural [12840],2017,Total violent Criminal Code violations [100],,
Truro,45.3646,-63.2765,Nova Scotia,Royal Canadian Mounted Police,rural [12840],2017,Total property crime violations [200],,
Truro,45.3646,-63.2765,Nova Scotia,Royal Canadian Mounted Police,rural [12840],2017,Total other Criminal Code violations [300],,
Sydney,46.1368,-60.1942,Nova Scotia,Royal Canadian Mounted Police,rural [12841],2017,"Total, all Criminal Code violations (excluding traffic) [50]",,
Sydney,46.1368,-60.1942,Nova Scotia,Royal Canadian Mounted Police,rural [12841],2017,Total violent Criminal Code violations [100],,
Sydney,46.1368,-60.1942,Nova Scotia,Royal Canadian Mounted Police,rural [12841],2017,Total property crime violations [200],,
Sydney,46.1368,-60.1942,Nova Scotia,Royal Canadian Mounted Police,rural [12841],2017,Total other Criminal Code violations [300],,
Halifax,44.6509,-63.5923,Nova Scotia,Royal Canadian Mounted Police,rural [12843],2017,"Total, all Criminal Code violations (excluding traffic) [50]",,
Halifax,44.6509,-63.5923,Nova Scotia,Royal Canadian Mounted Police,rural [12843],2017,Total violent Criminal Code violations [100],,
Halifax,44.6509,-63.5923,Nova Scotia,Royal Canadian Mounted Police,rural [12843],2017,Total property crime violations [200],,
Halifax,44.6509,-63.5923,Nova Scotia,Royal Canadian Mounted Police,rural [12843],2017,Total other Criminal Code violations [300],,
Elmsdale Hants Co.,44.9675,-63.5045,Nova Scotia,Royal Canadian Mounted Police,rural [12844],2017,"Total, all Criminal Code violations (excluding traffic) [50]",,
Elmsdale Hants Co.,44.9675,-63.5045,Nova Scotia,Royal Canadian Mounted Police,rural [12844],2017,Total violent Criminal Code violations [100],,
Elmsdale Hants Co.,44.9675,-63.5045,Nova Scotia,Royal Canadian Mounted Police,rural [12844],2017,Total property crime violations [200],,
Elmsdale Hants Co.,44.9675,-63.5045,Nova Scotia,Royal Canadian Mounted Police,rural [12844],2017,Total other Criminal Code violations [300],,
Musquodoboit,44.7873,-63.1481,Nova Scotia,Royal Canadian Mounted Police,rural [12845],2017,"Total, all Criminal Code violations (excluding traffic) [50]",,
Musquodoboit,44.7873,-63.1481,Nova Scotia,Royal Canadian Mounted Police,rural [12845],2017,Total violent Criminal Code violations [100],,
Musquodoboit,44.7873,-63.1481,Nova Scotia,Royal Canadian Mounted Police,rural [12845],2017,Total property crime violations [200],,
Musquodoboit,44.7873,-63.1481,Nova Scotia,Royal Canadian Mounted Police,rural [12845],2017,Total other Criminal Code violations [300],,
Indian Brook,45.0868,-63.4819,Nova Scotia,Royal Canadian Mounted Police,rural [12849],2017,"Total, all Criminal Code violations (excluding traffic) [50]",305,27159.39
Indian Brook,45.0868,-63.4819,Nova Scotia,Royal Canadian Mounted Police,rural [12849],2017,Total violent Criminal Code violations [100],87,7747.11
Indian Brook,45.0868,-63.4819,Nova Scotia,Royal Canadian Mounted Police,rural [12849],2017,Total property crime violations [200],139,12377.56
Indian Brook,45.0868,-63.4819,Nova Scotia,Royal Canadian Mounted Police,rural [12849],2017,Total other Criminal Code violations [300],79,7034.73
Millbrook,45.385116,-63.207754,Nova Scotia,Royal Canadian Mounted Police,rural [12850],2017,"Total, all Criminal Code violations (excluding traffic) [50]",216,
Millbrook,45.385116,-63.207754,Nova Scotia,Royal Canadian Mounted Police,rural [12850],2017,Total violent Criminal Code violations [100],67,
Millbrook,45.385116,-63.207754,Nova Scotia,Royal Canadian Mounted Police,rural [12850],2017,Total property crime violations [200],98,
Millbrook,45.385116,-63.207754,Nova Scotia,Royal Canadian Mounted Police,rural [12850],2017,Total other Criminal Code violations [300],51,
Halifax (Division Headquarters 1),44.65107,-63.582687,Nova Scotia,Royal Canadian Mounted Police [12959],,2017,"Total, all Criminal Code violations (excluding traffic) [50]",0,
Halifax (Division Headquarters 1),44.65107,-63.582687,Nova Scotia,Royal Canadian Mounted Police [12959],,2017,Total violent Criminal Code violations [100],0,
Halifax (Division Headquarters 1),44.65107,-63.582687,Nova Scotia,Royal Canadian Mounted Police [12959],,2017,Total property crime violations [200],0,
Halifax (Division Headquarters 1),44.65107,-63.582687,Nova Scotia,Royal Canadian Mounted Police [12959],,2017,Total other Criminal Code violations [300],0,
Halifax (Division Headquarters 2),44.65107,-63.582687,Nova Scotia,Royal Canadian Mounted Police [12970],,2017,"Total, all Criminal Code violations (excluding traffic) [50]",0,
Halifax (Division Headquarters 2),44.65107,-63.582687,Nova Scotia,Royal Canadian Mounted Police [12970],,2017,Total violent Criminal Code violations [100],0,
Halifax (Division Headquarters 2),44.65107,-63.582687,Nova Scotia,Royal Canadian Mounted Police [12970],,2017,Total property crime violations [200],0,
Halifax (Division Headquarters 2),44.65107,-63.582687,Nova Scotia,Royal Canadian Mounted Police [12970],,2017,Total other Criminal Code violations [300],0,
Port of Halifax,44.6414,-63.5664,Nova Scotia,Ports Canada Police [12980],,2017,"Total, all Criminal Code violations (excluding traffic) [50]",,
Port of Halifax,44.6414,-63.5664,Nova Scotia,Ports Canada Police [12980],,2017,Total violent Criminal Code violations [100],,
Port of Halifax,44.6414,-63.5664,Nova Scotia,Ports Canada Police [12980],,2017,Total property crime violations [200],,
Port of Halifax,44.6414,-63.5664,Nova Scotia,Ports Canada Police [12980],,2017,Total other Criminal Code violations [300],,
Canadian National Railway Police,44.828557,-64.907233,Nova Scotia [12990],,,2017,"Total, all Criminal Code violations (excluding traffic) [50]",22,
Canadian National Railway Police,44.828557,-64.907233,Nova Scotia [12990],,,2017,Total violent Criminal Code violations [100],1,
Canadian National Railway Police,44.828557,-64.907233,Nova Scotia [12990],,,2017,Total property crime violations [200],20,
Canadian National Railway Police,44.828557,-64.907233,Nova Scotia [12990],,,2017,Total other Criminal Code violations [300],1,
Nova Scotia [12],45.136499,-62.14238,,,,2018,"Total, all Criminal Code violations (excluding traffic) [50]",48808,5073.22
Nova Scotia [12],45.136499,-62.14238,,,,2018,Total violent Criminal Code violations [100],12233,1271.53
Nova Scotia [12],45.136499,-62.14238,,,,2018,Total property crime violations [200],27486,2856.96
Nova Scotia [12],45.136499,-62.14238,,,,2018,Total other Criminal Code violations [300],9089,944.73
Amherst,45.8344,-64.2123,Nova Scotia,municipal [12001],,2018,"Total, all Criminal Code violations (excluding traffic) [50]",1177,12392.08
Amherst,45.8344,-64.2123,Nova Scotia,municipal [12001],,2018,Total violent Criminal Code violations [100],265,2790.06
Amherst,45.8344,-64.2123,Nova Scotia,municipal [12001],,2018,Total property crime violations [200],661,6959.36
Amherst,45.8344,-64.2123,Nova Scotia,municipal [12001],,2018,Total other Criminal Code violations [300],251,2642.66
Annapolis Royal,44.744,-65.5196,Nova Scotia,municipal [12002],,2018,"Total, all Criminal Code violations (excluding traffic) [50]",38,
Annapolis Royal,44.744,-65.5196,Nova Scotia,municipal [12002],,2018,Total violent Criminal Code violations [100],8,
Annapolis Royal,44.744,-65.5196,Nova Scotia,municipal [12002],,2018,Total property crime violations [200],28,
Annapolis Royal,44.744,-65.5196,Nova Scotia,municipal [12002],,2018,Total other Criminal Code violations [300],2,
Halifax County,44.8857,-63.1005,Nova Scotia,Royal Canadian Mounted Police,rural [12003],2018,"Total, all Criminal Code violations (excluding traffic) [50]",,
Halifax County,44.8857,-63.1005,Nova Scotia,Royal Canadian Mounted Police,rural [12003],2018,Total violent Criminal Code violations [100],,
Halifax County,44.8857,-63.1005,Nova Scotia,Royal Canadian Mounted Police,rural [12003],2018,Total property crime violations [200],,
Halifax County,44.8857,-63.1005,Nova Scotia,Royal Canadian Mounted Police,rural [12003],2018,Total other Criminal Code violations [300],,
Berwick,45.0455,-64.7361,Nova Scotia,municipal [12004],,2018,"Total, all Criminal Code violations (excluding traffic) [50]",,
Berwick,45.0455,-64.7361,Nova Scotia,municipal [12004],,2018,Total violent Criminal Code violations [100],,
Berwick,45.0455,-64.7361,Nova Scotia,municipal [12004],,2018,Total property crime violations [200],,
Berwick,45.0455,-64.7361,Nova Scotia,municipal [12004],,2018,Total other Criminal Code violations [300],,
Bridgewater,44.3796,-64.5213,Nova Scotia,municipal [12006],,2018,"Total, all Criminal Code violations (excluding traffic) [50]",494,5645.07
Bridgewater,44.3796,-64.5213,Nova Scotia,municipal [12006],,2018,Total violent Criminal Code violations [100],101,1154.15
Bridgewater,44.3796,-64.5213,Nova Scotia,municipal [12006],,2018,Total property crime violations [200],288,3291.05
Bridgewater,44.3796,-64.5213,Nova Scotia,municipal [12006],,2018,Total other Criminal Code violations [300],105,1199.86
Eskasoni,45.9485,-60.6012,Nova Scotia,Royal Canadian Mounted Police,rural [12007],2018,"Total, all Criminal Code violations (excluding traffic) [50]",772,20870.51
Eskasoni,45.9485,-60.6012,Nova Scotia,Royal Canadian Mounted Police,rural [12007],2018,Total violent Criminal Code violations [100],186,5028.39
Eskasoni,45.9485,-60.6012,Nova Scotia,Royal Canadian Mounted Police,rural [12007],2018,Total property crime violations [200],405,10948.91
Eskasoni,45.9485,-60.6012,Nova Scotia,Royal Canadian Mounted Police,rural [12007],2018,Total other Criminal Code violations [300],181,4893.21
Clark's Harbour,43.4478,-65.6386,Nova Scotia,municipal [12008],,2018,"Total, all Criminal Code violations (excluding traffic) [50]",,
Clark's Harbour,43.4478,-65.6386,Nova Scotia,municipal [12008],,2018,Total violent Criminal Code violations [100],,
Clark's Harbour,43.4478,-65.6386,Nova Scotia,municipal [12008],,2018,Total property crime violations [200],,
Clark's Harbour,43.4478,-65.6386,Nova Scotia,municipal [12008],,2018,Total other Criminal Code violations [300],,
Colchester County,45.3734,-63.1212,Nova Scotia,Royal Canadian Mounted Police,rural [12009],2018,"Total, all Criminal Code violations (excluding traffic) [50]",1471,3833.72
Colchester County,45.3734,-63.1212,Nova Scotia,Royal Canadian Mounted Police,rural [12009],2018,Total violent Criminal Code violations [100],344,896.53
Colchester County,45.3734,-63.1212,Nova Scotia,Royal Canadian Mounted Police,rural [12009],2018,Total property crime violations [200],926,2413.34
Colchester County,45.3734,-63.1212,Nova Scotia,Royal Canadian Mounted Police,rural [12009],2018,Total other Criminal Code violations [300],201,523.85
Pictou County,45.5321,-62.6325,Nova Scotia,Royal Canadian Mounted Police,rural [12010],2018,"Total, all Criminal Code violations (excluding traffic) [50]",744,3491.65
Pictou County,45.5321,-62.6325,Nova Scotia,Royal Canadian Mounted Police,rural [12010],2018,Total violent Criminal Code violations [100],232,1088.79
Pictou County,45.5321,-62.6325,Nova Scotia,Royal Canadian Mounted Police,rural [12010],2018,Total property crime violations [200],382,1792.75
Pictou County,45.5321,-62.6325,Nova Scotia,Royal Canadian Mounted Police,rural [12010],2018,Total other Criminal Code violations [300],130,610.1
Digby,44.6222,-65.7566,Nova Scotia,municipal [12012],,2018,"Total, all Criminal Code violations (excluding traffic) [50]",,
Digby,44.6222,-65.7566,Nova Scotia,municipal [12012],,2018,Total violent Criminal Code violations [100],,
Digby,44.6222,-65.7566,Nova Scotia,municipal [12012],,2018,Total property crime violations [200],,
Digby,44.6222,-65.7566,Nova Scotia,municipal [12012],,2018,Total other Criminal Code violations [300],,
Glace Bay,46.1969,-59.957,Nova Scotia,municipal [12014],,2018,"Total, all Criminal Code violations (excluding traffic) [50]",,
Glace Bay,46.1969,-59.957,Nova Scotia,municipal [12014],,2018,Total violent Criminal Code violations [100],,
Glace Bay,46.1969,-59.957,Nova Scotia,municipal [12014],,2018,Total property crime violations [200],,
Glace Bay,46.1969,-59.957,Nova Scotia,municipal [12014],,2018,Total other Criminal Code violations [300],,
Richmond County,45.7103,-60.5615,Nova Scotia,Royal Canadian Mounted Police,rural [12016],2018,"Total, all Criminal Code violations (excluding traffic) [50]",264,2913.91
Richmond County,45.7103,-60.5615,Nova Scotia,Royal Canadian Mounted Police,rural [12016],2018,Total violent Criminal Code violations [100],65,717.44
Richmond County,45.7103,-60.5615,Nova Scotia,Royal Canadian Mounted Police,rural [12016],2018,Total property crime violations [200],144,1589.4
Richmond County,45.7103,-60.5615,Nova Scotia,Royal Canadian Mounted Police,rural [12016],2018,Total other Criminal Code violations [300],55,607.06
Membertou,46.1151,-60.1894,Nova Scotia,Royal Canadian Mounted Police,rural [12017],2018,"Total, all Criminal Code violations (excluding traffic) [50]",,
Membertou,46.1151,-60.1894,Nova Scotia,Royal Canadian Mounted Police,rural [12017],2018,Total violent Criminal Code violations [100],,
Membertou,46.1151,-60.1894,Nova Scotia,Royal Canadian Mounted Police,rural [12017],2018,Total property crime violations [200],,
Membertou,46.1151,-60.1894,Nova Scotia,Royal Canadian Mounted Police,rural [12017],2018,Total other Criminal Code violations [300],,
Cape Breton Region,45.9614,-60.2763,Nova Scotia,municipal [12018],,2018,"Total, all Criminal Code violations (excluding traffic) [50]",4206,4325.42
Cape Breton Region,45.9614,-60.2763,Nova Scotia,municipal [12018],,2018,Total violent Criminal Code violations [100],820,843.28
Cape Breton Region,45.9614,-60.2763,Nova Scotia,municipal [12018],,2018,Total property crime violations [200],2472,2542.19
Cape Breton Region,45.9614,-60.2763,Nova Scotia,municipal [12018],,2018,Total other Criminal Code violations [300],914,939.95
Halifax,44.6509,-63.5923,Nova Scotia,municipal [12020],,2018,"Total, all Criminal Code violations (excluding traffic) [50]",,
Halifax,44.6509,-63.5923,Nova Scotia,municipal [12020],,2018,Total violent Criminal Code violations [100],,
Halifax,44.6509,-63.5923,Nova Scotia,municipal [12020],,2018,Total property crime violations [200],,
Halifax,44.6509,-63.5923,Nova Scotia,municipal [12020],,2018,Total other Criminal Code violations [300],,
Hantsport,45.0664,-64.1796,Nova Scotia,municipal [12021],,2018,"Total, all Criminal Code violations (excluding traffic) [50]",,
Hantsport,45.0664,-64.1796,Nova Scotia,municipal [12021],,2018,Total violent Criminal Code violations [100],,
Hantsport,45.0664,-64.1796,Nova Scotia,municipal [12021],,2018,Total property crime violations [200],,
Hantsport,45.0664,-64.1796,Nova Scotia,municipal [12021],,2018,Total other Criminal Code violations [300],,
Kentville,45.0771,-64.4943,Nova Scotia,municipal [12023],,2018,"Total, all Criminal Code violations (excluding traffic) [50]",445,6795.97
Kentville,45.0771,-64.4943,Nova Scotia,municipal [12023],,2018,Total violent Criminal Code violations [100],115,1756.26
Kentville,45.0771,-64.4943,Nova Scotia,municipal [12023],,2018,Total property crime violations [200],216,3298.72
Kentville,45.0771,-64.4943,Nova Scotia,municipal [12023],,2018,Total other Criminal Code violations [300],114,1740.99
Lunenburg,44.378,-64.3144,Nova Scotia,municipal [12029],,2018,"Total, all Criminal Code violations (excluding traffic) [50]",,
Lunenburg,44.378,-64.3144,Nova Scotia,municipal [12029],,2018,Total violent Criminal Code violations [100],,
Lunenburg,44.378,-64.3144,Nova Scotia,municipal [12029],,2018,Total property crime violations [200],,
Lunenburg,44.378,-64.3144,Nova Scotia,municipal [12029],,2018,Total other Criminal Code violations [300],,
Middleton,44.9455,-65.07,Nova Scotia,municipal [12031],,2018,"Total, all Criminal Code violations (excluding traffic) [50]",,
Middleton,44.9455,-65.07,Nova Scotia,municipal [12031],,2018,Total violent Criminal Code violations [100],,
Middleton,44.9455,-65.07,Nova Scotia,municipal [12031],,2018,Total property crime violations [200],,
Middleton,44.9455,-65.07,Nova Scotia,municipal [12031],,2018,Total other Criminal Code violations [300],,
North Sydney,46.2065,-60.2524,Nova Scotia,municipal [12035],,2018,"Total, all Criminal Code violations (excluding traffic) [50]",,
North Sydney,46.2065,-60.2524,Nova Scotia,municipal [12035],,2018,Total violent Criminal Code violations [100],,
North Sydney,46.2065,-60.2524,Nova Scotia,municipal [12035],,2018,Total property crime violations [200],,
North Sydney,46.2065,-60.2524,Nova Scotia,municipal [12035],,2018,Total other Criminal Code violations [300],,
Springhill,45.6486,-64.0603,Nova Scotia,municipal [12043],,2018,"Total, all Criminal Code violations (excluding traffic) [50]",,
Springhill,45.6486,-64.0603,Nova Scotia,municipal [12043],,2018,Total violent Criminal Code violations [100],,
Springhill,45.6486,-64.0603,Nova Scotia,municipal [12043],,2018,Total property crime violations [200],,
Springhill,45.6486,-64.0603,Nova Scotia,municipal [12043],,2018,Total other Criminal Code violations [300],,
Stellarton,45.5568,-62.6603,Nova Scotia,municipal [12044],,2018,"Total, all Criminal Code violations (excluding traffic) [50]",172,4048.01
Stellarton,45.5568,-62.6603,Nova Scotia,municipal [12044],,2018,Total violent Criminal Code violations [100],68,1600.38
Stellarton,45.5568,-62.6603,Nova Scotia,municipal [12044],,2018,Total property crime violations [200],76,1788.66
Stellarton,45.5568,-62.6603,Nova Scotia,municipal [12044],,2018,Total other Criminal Code violations [300],28,658.98
Sydney,46.1368,-60.1942,Nova Scotia,municipal [12048],,2018,"Total, all Criminal Code violations (excluding traffic) [50]",,
Sydney,46.1368,-60.1942,Nova Scotia,municipal [12048],,2018,Total violent Criminal Code violations [100],,
Sydney,46.1368,-60.1942,Nova Scotia,municipal [12048],,2018,Total property crime violations [200],,
Sydney,46.1368,-60.1942,Nova Scotia,municipal [12048],,2018,Total other Criminal Code violations [300],,
Truro,45.3646,-63.2765,Nova Scotia,municipal [12052],,2018,"Total, all Criminal Code violations (excluding traffic) [50]",1325,10438.82
Truro,45.3646,-63.2765,Nova Scotia,municipal [12052],,2018,Total violent Criminal Code violations [100],209,1646.58
Truro,45.3646,-63.2765,Nova Scotia,municipal [12052],,2018,Total property crime violations [200],647,5097.3
Truro,45.3646,-63.2765,Nova Scotia,municipal [12052],,2018,Total other Criminal Code violations [300],469,3694.95
Westville,45.5564,-62.7155,Nova Scotia,municipal [12054],,2018,"Total, all Criminal Code violations (excluding traffic) [50]",167,4540.51
Westville,45.5564,-62.7155,Nova Scotia,municipal [12054],,2018,Total violent Criminal Code violations [100],53,1441
Westville,45.5564,-62.7155,Nova Scotia,municipal [12054],,2018,Total property crime violations [200],75,2039.15
Westville,45.5564,-62.7155,Nova Scotia,municipal [12054],,2018,Total other Criminal Code violations [300],39,1060.36
Wolfville,45.0918,-64.3598,Nova Scotia,municipal [12056],,2018,"Total, all Criminal Code violations (excluding traffic) [50]",,
Wolfville,45.0918,-64.3598,Nova Scotia,municipal [12056],,2018,Total violent Criminal Code violations [100],,
Wolfville,45.0918,-64.3598,Nova Scotia,municipal [12056],,2018,Total property crime violations [200],,
Wolfville,45.0918,-64.3598,Nova Scotia,municipal [12056],,2018,Total other Criminal Code violations [300],,
Yarmouth,43.8379,-66.1197,Nova Scotia,municipal [12057],,2018,"Total, all Criminal Code violations (excluding traffic) [50]",,
Yarmouth,43.8379,-66.1197,Nova Scotia,municipal [12057],,2018,Total violent Criminal Code violations [100],,
Yarmouth,43.8379,-66.1197,Nova Scotia,municipal [12057],,2018,Total property crime violations [200],,
Yarmouth,43.8379,-66.1197,Nova Scotia,municipal [12057],,2018,Total other Criminal Code violations [300],,
New Glasgow Region,45.59256,-62.645458,Nova Scotia,municipal [12058],,2018,"Total, all Criminal Code violations (excluding traffic) [50]",1015,8626.55
New Glasgow Region,45.59256,-62.645458,Nova Scotia,municipal [12058],,2018,Total violent Criminal Code violations [100],298,2532.72
New Glasgow Region,45.59256,-62.645458,Nova Scotia,municipal [12058],,2018,Total property crime violations [200],571,4852.97
New Glasgow Region,45.59256,-62.645458,Nova Scotia,municipal [12058],,2018,Total other Criminal Code violations [300],146,1240.86
Trenton,45.6101,-62.638,Nova Scotia,municipal [12059],,2018,"Total, all Criminal Code violations (excluding traffic) [50]",,
Trenton,45.6101,-62.638,Nova Scotia,municipal [12059],,2018,Total violent Criminal Code violations [100],,
Trenton,45.6101,-62.638,Nova Scotia,municipal [12059],,2018,Total property crime violations [200],,
Trenton,45.6101,-62.638,Nova Scotia,municipal [12059],,2018,Total other Criminal Code violations [300],,
Eskasoni,45.9485,-60.6012,Nova Scotia,municipal [12065],,2018,"Total, all Criminal Code violations (excluding traffic) [50]",,
Eskasoni,45.9485,-60.6012,Nova Scotia,municipal [12065],,2018,Total violent Criminal Code violations [100],,
Eskasoni,45.9485,-60.6012,Nova Scotia,municipal [12065],,2018,Total property crime violations [200],,
Eskasoni,45.9485,-60.6012,Nova Scotia,municipal [12065],,2018,Total other Criminal Code violations [300],,
Halifax Metropolitan Area,44.65107,-63.582687,Nova Scotia,municipal [12099],,2018,"Total, all Criminal Code violations (excluding traffic) [50]",22644,5277.82
Halifax Metropolitan Area,44.65107,-63.582687,Nova Scotia,municipal [12099],,2018,Total violent Criminal Code violations [100],5909,1377.26
